,Year,Name,tenure,TEAM,AGE,GP,W,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Position,Height,Weight,Salary_Weight,Salary_Weight_l
5628,2015,Derrick Favors,6,UTA,23,74,33,30.8,16.0,6.5,12.4,52.5,0.0,0.1,16.7,3.0,4.5,66.9,2.6,5.6,8.2,1.5,1.6,0.8,1.7,2.8,33.9,23,0,0.8,F-C,208.28,265.0,0.11737463220844883,0.17142857142857146
5629,2016,Derrick Favors,7,UTA,24,62,30,32.0,16.4,6.7,13.1,51.5,0.0,0.1,0.0,2.9,4.1,70.9,2.7,5.4,8.1,1.5,1.7,1.2,1.5,2.4,34.7,19,0,1.6,F-C,208.28,265.0,0.12109836214465199,0.11737463220844883
5630,2017,Derrick Favors,8,UTA,25,50,33,23.7,9.5,4.1,8.3,48.7,0.1,0.2,30.0,1.3,2.2,61.5,1.8,4.3,6.1,1.1,1.2,0.9,0.8,2.1,22.4,6,0,1.1,F-C,208.28,265.0,0.1658993413108993,0.12109836214465199
5631,2018,Derrick Favors,0,UTA,26,77,46,28.0,12.3,5.1,9.1,56.3,0.2,0.8,22.2,1.8,2.8,65.1,2.6,4.6,7.2,1.3,1.1,0.7,1.1,2.1,27.0,15,0,1.9,F-C,208.28,265.0,0.16171889316474253,0.1658993413108993
5632,2012,Nikola Pekovic,3,MIN,26,47,19,26.9,13.9,5.4,9.7,56.4,0.0,0.0,0.0,3.0,4.0,74.3,3.9,3.5,7.4,0.7,1.9,0.6,0.7,2.1,25.7,16,0,-1.0,C,210.82,307.0,0.20620664973840724,0.0799393563503549
5633,2013,Nikola Pekovic,4,MIN,27,62,26,31.6,16.3,6.2,12.0,52.0,0.0,0.0,0.0,3.9,5.2,74.4,3.7,5.1,8.8,0.9,1.6,0.7,0.8,2.3,31.0,26,0,-0.3,C,210.82,307.0,0.1918655355585507,0.20620664973840724
5634,2014,Nikola Pekovic,5,MIN,28,54,27,30.8,17.5,7.0,13.0,54.1,0.0,0.0,0.0,3.4,4.6,74.7,3.8,4.9,8.7,0.9,1.6,0.6,0.4,2.4,30.7,23,0,5.1,C,210.82,307.0,0.17285714285714288,0.1918655355585507
5635,2015,Nikola Pekovic,6,MIN,29,31,9,26.3,12.5,4.5,10.6,42.4,0.0,0.0,0.0,3.5,4.2,83.7,2.9,4.7,7.5,0.9,1.4,0.6,0.4,1.9,24.5,11,0,-1.8,C,210.82,307.0,0.12852787780291683,0.17285714285714288
5636,2016,Nikola Pekovic,7,MIN,30,12,2,13.0,4.5,1.6,4.2,38.0,0.0,0.0,0.0,1.3,1.7,80.0,0.6,1.2,1.8,0.9,0.8,0.1,0.0,1.8,7.5,0,0,-5.3,C,210.82,307.0,0.11706175007316359,0.12852787780291683
5637,2012,Wesley Johnson,3,MIN,24,65,26,22.6,6.0,2.4,6.1,39.8,0.8,2.6,31.4,0.4,0.5,70.6,0.4,2.4,2.7,0.9,0.9,0.5,0.7,1.8,13.6,0,0,-2.3,F-G,200.66,215.0,0.015612041786669847,0.07383295431052304
5638,2013,Wesley Johnson,4,PHX,25,50,14,19.1,8.0,3.2,7.9,40.7,1.0,3.1,32.3,0.5,0.7,77.1,0.4,2.0,2.5,0.7,1.0,0.4,0.4,1.1,13.4,0,0,-4.6,F-G,200.66,215.0,0.015556711329580591,0.015612041786669847
5639,2014,Wesley Johnson,5,LAL,26,79,27,28.4,9.1,3.5,8.2,42.5,1.3,3.4,36.9,0.8,1.0,79.2,0.9,3.5,4.4,1.6,1.1,1.1,1.0,2.6,21.7,4,0,-4.7,F-G,200.66,215.0,0.015722885714285716,0.015556711329580591
5640,2015,Wesley Johnson,6,LAL,27,76,20,29.5,9.9,3.8,9.1,41.4,1.2,3.4,35.1,1.2,1.5,80.4,0.9,3.3,4.2,1.6,1.1,0.8,0.6,2.1,20.4,3,0,-4.1,F-G,200.66,215.0,0.059781396386348426,0.015722885714285716
5641,2016,Wesley Johnson,7,LAC,28,80,51,20.8,6.9,2.6,6.4,40.4,1.3,3.9,33.3,0.4,0.6,65.2,0.5,2.6,3.1,0.6,0.7,1.1,0.7,2.2,16.3,0,0,1.5,F-G,200.66,215.0,0.05935091277890467,0.059781396386348426
5642,2017,Wesley Johnson,8,LAC,29,68,40,11.9,2.7,1.1,2.9,36.5,0.4,1.7,24.6,0.2,0.3,64.7,0.4,2.3,2.7,0.3,0.3,0.4,0.4,1.2,8.8,0,0,-0.8,F-G,200.66,215.0,0.06021458932550629,0.05935091277890467
5643,2012,Timofey Mozgov,3,DEN,25,44,26,15.6,5.4,2.3,4.3,52.6,0.0,0.0,0.0,0.9,1.3,68.4,1.2,2.9,4.1,0.5,1.2,0.3,1.0,2.0,13.7,0,0,-1.4,C,215.9,275.0,0.07498423626851172,0.04814659568603129
5644,2013,Timofey Mozgov,4,DEN,26,41,27,8.9,2.6,1.1,2.1,50.6,0.0,0.0,0.0,0.5,0.6,76.9,1.2,1.4,2.6,0.2,0.6,0.1,0.4,1.4,7.2,1,0,-1.8,C,215.9,275.0,0.0737334496154761,0.07498423626851172
5645,2014,Timofey Mozgov,5,DEN,27,82,36,21.6,9.4,3.5,6.6,52.3,0.0,0.3,16.7,2.4,3.2,75.4,2.1,4.4,6.4,0.8,1.5,0.3,1.2,2.6,21.4,10,0,0.3,C,215.9,275.0,0.07071428571428573,0.0737334496154761
5646,2015,Timofey Mozgov,6,CLE,28,81,49,25.3,9.7,3.9,7.0,55.5,0.0,0.1,33.3,1.9,2.7,71.8,2.5,4.8,7.3,0.7,1.4,0.4,1.2,2.8,22.8,18,0,3.2,C,215.9,275.0,0.16995421858236937,0.07071428571428573
5647,2016,Timofey Mozgov,7,CLE,29,76,52,17.4,6.3,2.7,4.7,56.5,0.0,0.1,14.3,0.9,1.3,71.6,1.4,3.0,4.4,0.4,0.9,0.3,0.8,2.1,14.4,2,0,0.0,C,215.9,275.0,0.15419858113085685,0.16995421858236937
5648,2017,Timofey Mozgov,8,LAL,30,54,16,20.4,7.4,3.1,6.1,51.5,0.0,0.0,0.0,1.2,1.4,80.8,1.9,3.0,4.9,0.8,1.3,0.3,0.6,2.5,15.8,1,0,-3.6,C,215.9,275.0,0.15706446514641353,0.15419858113085685
5649,2018,Timofey Mozgov,0,BKN,31,31,12,11.6,4.2,1.7,3.0,55.9,0.1,0.6,22.2,0.7,1.0,76.7,1.0,2.1,3.2,0.4,1.1,0.2,0.4,1.3,9.2,0,0,-2.9,C,215.9,275.0,0.051065906175554336,0.15706446514641353
5650,2012,Tiago Splitter,3,SAS,27,59,44,19.0,9.3,3.6,5.8,61.8,0.0,0.0,0.0,2.1,3.1,69.1,1.6,3.6,5.2,1.1,1.5,0.4,0.8,2.3,19.2,2,0,3.4,F-C,210.82,245.0,0.1704187187920721,0.06794845289780166
5651,2013,Tiago Splitter,4,SAS,28,81,58,24.7,10.3,3.9,7.0,56.0,0.0,0.0,0.0,2.6,3.5,73.0,1.8,4.6,6.4,1.6,1.2,0.8,0.8,2.0,23.9,11,0,4.7,F-C,210.82,245.0,0.14667406643938793,0.1704187187920721
5652,2014,Tiago Splitter,5,SAS,29,59,46,21.5,8.2,3.1,5.9,52.3,0.0,0.1,0.0,2.1,2.9,69.9,2.1,4.1,6.2,1.5,1.3,0.5,0.5,2.0,19.6,5,0,4.5,F-C,210.82,245.0,0.12142857142857143,0.14667406643938793
5653,2015,Tiago Splitter,6,SAS,30,52,34,19.8,8.2,3.3,5.8,55.8,0.0,0.0,0.0,1.7,2.3,75.0,1.8,3.1,4.8,1.5,1.2,0.7,0.7,2.0,19.3,1,0,4.4,F-C,210.82,245.0,0.0876326439565342,0.12142857142857143
5654,2012,DeMarcus Cousins,3,SAC,21,64,20,30.5,18.1,7.0,15.6,44.8,0.0,0.2,14.3,4.1,5.8,70.2,4.1,6.8,11.0,1.6,2.7,1.5,1.2,4.0,38.9,36,0,-2.8,C-F,210.82,270.0,0.08379442389952112,0.06685962373371925
5655,2013,DeMarcus Cousins,4,SAC,22,75,26,30.5,17.1,6.4,13.8,46.5,0.1,0.3,18.2,4.2,5.6,73.8,3.0,7.0,9.9,2.7,3.0,1.4,0.7,3.6,36.5,35,1,-4.0,C-F,210.82,270.0,0.2172560057083961,0.08379442389952112
5656,2014,DeMarcus Cousins,5,SAC,23,71,28,32.4,22.7,8.3,16.8,49.6,0.0,0.1,0.0,6.1,8.4,72.6,3.1,8.6,11.7,2.9,3.5,1.5,1.3,3.8,46.1,53,0,-0.2,C-F,210.82,270.0,0.21041205714285716,0.2172560057083961
5657,2015,DeMarcus Cousins,6,SAC,24,59,23,34.1,24.1,8.4,18.1,46.7,0.0,0.1,25.0,7.2,9.2,78.2,3.1,9.5,12.7,3.6,4.3,1.5,1.7,4.1,50.1,47,2,1.0,C-F,210.82,270.0,0.16736706924572192,0.21041205714285716
5658,2016,DeMarcus Cousins,7,SAC,25,65,29,34.6,26.9,9.2,20.5,45.1,1.1,3.2,33.3,7.3,10.2,71.8,2.4,9.1,11.5,3.3,3.8,1.6,1.4,3.6,50.7,47,1,0.6,C-F,210.82,270.0,0.18229188741888935,0.16736706924572192
5659,2017,DeMarcus Cousins,8,NOP,26,72,30,34.2,27.0,9.0,19.9,45.2,1.8,5.0,36.1,7.2,9.3,77.2,2.1,8.9,11.0,4.6,3.7,1.4,1.3,3.9,51.4,46,2,-0.3,C-F,210.82,270.0,0.05239081565540057,0.18229188741888935
5660,2018,DeMarcus Cousins,0,NOP,27,48,27,36.2,25.2,8.5,18.0,47.0,2.2,6.1,35.4,6.1,8.2,74.6,2.2,10.7,12.9,5.4,5.0,1.6,1.6,3.8,53.3,38,3,1.6,C-F,210.82,270.0,0.032068902327286056,0.05239081565540057
5661,2012,Ekpe Udoh,3,MIL,25,61,29,21.1,5.6,2.1,4.8,43.1,0.0,0.0,0.0,1.4,1.9,75.4,1.6,2.5,4.2,0.9,0.9,0.7,1.7,2.9,18.1,0,0,3.4,C-F,208.28,240.0,0.07616944733209495,0.060727723795741165
5662,2013,Ekpe Udoh,4,MIL,26,76,36,17.3,4.3,1.5,3.5,43.5,0.0,0.0,0.0,1.2,1.6,74.8,1.5,1.8,3.3,0.6,0.6,0.5,1.1,1.8,13.4,1,0,-0.7,C-F,208.28,240.0,0.015556711329580591,0.07616944733209495
5663,2012,Greg Monroe,3,DET,22,66,25,31.5,15.4,6.2,11.8,52.1,0.0,0.0,0.0,3.0,4.1,73.9,3.6,6.0,9.7,2.3,2.4,1.3,0.7,2.7,33.8,30,0,-3.1,C-F,210.82,265.0,0.06964080846640196,0.055435187099441806
5664,2013,Greg Monroe,4,DET,23,81,29,33.2,16.0,6.3,13.1,48.6,0.0,0.0,0.0,3.3,4.8,68.9,2.9,6.7,9.6,3.5,2.9,1.3,0.7,2.3,35.8,37,1,-2.8,C-F,210.82,265.0,0.08689341155950209,0.06964080846640196
5665,2014,Greg Monroe,5,DET,24,82,29,32.8,15.2,6.1,12.4,49.7,0.0,0.0,0.0,2.9,4.5,65.7,3.1,6.1,9.3,2.1,2.0,1.1,0.6,2.5,32.5,35,0,-1.8,C-F,210.82,265.0,0.23439285714285715,0.08689341155950209
5666,2015,Greg Monroe,6,DET,25,69,25,31.0,15.9,6.1,12.4,49.6,0.0,0.0,0.0,3.7,4.9,75.0,3.3,6.9,10.2,2.1,2.2,1.1,0.5,2.1,34.0,35,0,-0.3,C-F,210.82,265.0,0.18212546870186844,0.23439285714285715
5667,2016,Greg Monroe,7,MIL,26,79,32,29.3,15.3,6.2,11.9,52.2,0.0,0.0,0.0,2.9,3.9,74.0,2.8,6.1,8.8,2.3,1.6,0.9,0.8,2.1,32.9,32,0,-1.4,C-F,210.82,265.0,0.2157990473595511,0.18212546870186844
5668,2017,Greg Monroe,8,MIL,27,81,42,22.5,11.7,4.8,9.0,53.3,0.0,0.0,0.0,2.2,3.0,74.1,2.1,4.5,6.6,2.3,1.7,1.1,0.5,2.1,26.2,13,0,1.7,C-F,210.82,265.0,0.023659474423033504,0.2157990473595511
5669,2012,Al-Farouq Aminu,3,NOP,21,66,21,22.4,6.0,2.3,5.5,41.1,0.2,0.7,27.7,1.3,1.7,75.4,1.4,3.2,4.7,1.0,1.4,0.9,0.5,2.1,16.0,2,0,-0.5,F,205.74,220.0,0.06305492595306668,0.050785610915856934
5670,2013,Al-Farouq Aminu,4,NOP,22,76,25,27.2,7.3,3.0,6.2,47.5,0.1,0.3,21.1,1.3,1.8,73.7,1.8,5.9,7.7,1.4,1.5,1.2,0.7,2.0,22.7,10,0,-1.0,F,205.74,220.0,0.015556711329580591,0.06305492595306668
5671,2014,Al-Farouq Aminu,5,NOP,23,80,33,25.6,7.2,2.9,6.2,47.4,0.2,0.6,27.1,1.1,1.7,66.4,1.6,4.6,6.2,1.4,1.1,1.0,0.5,1.8,20.1,5,0,-3.2,F,205.74,220.0,0.11489850000000001,0.015556711329580591
5672,2015,Al-Farouq Aminu,6,DAL,24,74,45,18.5,5.6,2.0,4.8,41.2,0.5,1.7,27.4,1.1,1.6,71.2,1.5,3.1,4.6,0.8,0.7,0.9,0.8,1.9,16.9,4,0,1.4,F,205.74,220.0,0.08158827528334554,0.11489850000000001
5673,2016,Al-Farouq Aminu,7,POR,25,82,44,28.5,10.2,3.6,8.8,41.6,1.5,4.3,36.1,1.4,1.9,73.7,1.2,4.9,6.1,1.7,1.5,0.9,0.6,2.1,23.2,8,0,0.7,F,205.74,220.0,0.07386026258161525,0.08158827528334554
5674,2017,Al-Farouq Aminu,8,POR,26,61,33,29.1,8.7,3.0,7.6,39.3,1.1,3.5,33.0,1.6,2.2,70.6,1.3,6.1,7.4,1.6,1.5,1.0,0.7,1.7,23.6,4,0,0.4,F,205.74,220.0,0.06829462348702746,0.07386026258161525
5675,2018,Al-Farouq Aminu,0,POR,27,69,40,30.0,9.3,3.3,8.4,39.5,1.8,4.9,36.9,0.9,1.2,73.8,1.4,6.2,7.6,1.2,1.1,1.1,0.6,2.0,24.3,9,0,3.2,F,205.74,220.0,0.08482682792743265,0.06829462348702746
5676,2012,Gordon Hayward,3,UTA,22,66,36,30.5,11.8,4.0,8.9,45.6,0.8,2.4,34.6,2.9,3.5,83.2,0.9,2.6,3.5,3.1,1.7,0.8,0.6,1.6,23.4,1,0,0.8,F-G,203.2,226.0,0.058831660389577184,0.04668389497622493
5677,2013,Gordon Hayward,4,UTA,23,72,37,29.2,14.1,4.7,10.7,43.5,1.4,3.4,41.5,3.4,4.1,82.7,0.7,2.4,3.1,3.0,1.7,0.8,0.5,1.7,24.6,0,0,1.5,F-G,203.2,226.0,0.23382224688813127,0.058831660389577184
5678,2014,Gordon Hayward,5,UTA,24,77,23,36.4,16.2,5.5,13.4,41.3,1.1,3.6,30.4,4.0,4.9,81.6,0.8,4.3,5.1,5.2,2.8,1.4,0.5,2.0,33.2,9,0,-5.1,F-G,203.2,226.0,0.2201367142857143,0.23382224688813127
5679,2015,Gordon Hayward,6,UTA,25,76,35,34.4,19.3,6.4,14.3,44.5,1.6,4.3,36.4,4.9,6.1,81.2,0.7,4.2,4.9,4.1,2.7,1.4,0.4,1.7,34.1,2,0,1.4,F-G,203.2,226.0,0.17073112180406402,0.2201367142857143
5680,2016,Gordon Hayward,7,UTA,26,80,38,36.2,19.7,6.5,15.0,43.3,1.8,5.1,34.9,4.9,6.0,82.4,0.8,4.2,5.0,3.7,2.5,1.2,0.3,2.3,33.3,4,0,1.2,F-G,203.2,226.0,0.3,0.17073112180406402
5681,2017,Gordon Hayward,8,UTA,27,73,46,34.5,21.9,7.5,15.8,47.1,2.0,5.1,39.8,5.0,5.9,84.4,0.7,4.7,5.4,3.5,1.9,1.0,0.3,1.6,35.5,2,0,4.8,F-G,203.2,226.0,0.30641603431858566,0.3
5682,2018,Gordon Hayward,0,BOS,28,1,0,5.3,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2,0,0,3.0,F-G,203.2,226.0,0.2996214953271028,0.30641603431858566
5683,2012,Paul George,3,IND,22,66,42,29.7,12.1,4.3,9.7,44.0,1.4,3.5,38.5,2.2,2.8,80.2,0.8,4.8,5.6,2.4,1.8,1.6,0.6,2.9,27.3,2,0,3.7,F,205.74,220.0,0.0559314746331737,0.04434773620012404
5684,2013,Paul George,4,IND,23,79,48,37.6,17.4,6.2,14.9,41.9,2.2,5.9,36.2,2.8,3.5,80.7,1.1,6.5,7.6,4.1,2.9,1.8,0.6,2.9,37.2,23,1,4.6,F,205.74,220.0,0.2505351621343059,0.0559314746331737
5685,2014,Paul George,5,IND,24,80,54,36.2,21.7,7.2,17.0,42.4,2.3,6.3,36.4,5.0,5.8,86.4,0.8,6.0,6.8,3.5,2.8,1.9,0.3,2.5,38.8,12,1,4.6,F,205.74,220.0,0.24142857142857144,0.2505351621343059
5686,2015,Paul George,6,IND,25,6,5,15.2,8.8,3.0,8.2,36.7,1.5,3.7,40.9,1.3,1.8,72.7,0.7,3.0,3.7,1.0,2.0,0.8,0.2,1.8,15.7,0,0,2.5,F,205.74,220.0,0.19226070977130533,0.24142857142857144
5687,2016,Paul George,7,IND,26,81,44,34.8,23.1,7.5,17.9,41.8,2.6,7.0,37.1,5.6,6.5,86.0,1.0,6.0,7.0,4.1,3.3,1.9,0.4,2.8,41.0,15,0,2.2,F,205.74,220.0,0.19476653244931527,0.19226070977130533
5688,2017,Paul George,8,IND,27,75,39,35.9,23.7,8.3,18.0,46.1,2.6,6.6,39.3,4.5,5.0,89.8,0.8,5.8,6.6,3.3,2.9,1.6,0.4,2.7,39.5,11,0,2.2,F,205.74,220.0,0.30000000000000004,0.19476653244931527
5689,2018,Paul George,0,OKC,28,79,47,36.6,21.9,7.3,17.0,43.0,3.1,7.7,40.1,4.3,5.2,82.2,0.9,4.7,5.7,3.3,2.7,2.0,0.5,2.9,38.6,4,0,2.9,F,205.74,220.0,0.3024148433205058,0.30000000000000004
5690,2012,Cole Aldrich,3,OKC,23,26,21,6.7,2.2,0.8,1.6,52.4,0.0,0.0,0.0,0.5,0.5,92.9,0.5,1.3,1.8,0.1,0.3,0.3,0.6,0.8,7.0,0,0,-1.3,C,210.82,250.0,0.015070008009679782,0.04213148645854869
5691,2013,Cole Aldrich,4,SAC,24,45,20,8.6,2.2,1.0,1.8,55.0,0.0,0.0,0.0,0.3,0.4,60.0,0.7,2.0,2.7,0.2,0.5,0.1,0.5,1.3,7.1,2,0,0.2,C,210.82,250.0,0.015556711329580591,0.015070008009679782
5692,2014,Cole Aldrich,5,NYK,25,46,26,7.2,2.0,0.7,1.3,54.1,0.0,0.0,0.0,0.6,0.7,86.7,0.8,2.0,2.8,0.3,0.4,0.2,0.7,0.9,7.9,3,0,-0.3,C,210.82,250.0,0.015722885714285716,0.015556711329580591
5693,2015,Cole Aldrich,6,NYK,26,61,11,16.0,5.5,2.4,4.9,47.8,0.0,0.0,0.0,0.8,1.0,78.1,1.7,3.9,5.5,1.2,1.0,0.6,1.1,2.0,18.1,6,0,-4.5,C,210.82,250.0,0.08119540486281508,0.015722885714285716
5694,2016,Cole Aldrich,7,LAC,27,60,41,13.3,5.5,2.2,3.8,59.6,0.0,0.0,0.0,1.0,1.4,71.4,1.4,3.4,4.8,0.8,1.1,0.8,1.1,2.3,17.2,3,0,-0.4,C,210.82,250.0,0.0736681703046633,0.08119540486281508
5695,2017,Cole Aldrich,8,MIN,28,62,23,8.6,1.7,0.7,1.4,52.3,0.0,0.0,0.0,0.2,0.4,68.2,0.8,1.7,2.5,0.4,0.3,0.4,0.4,1.4,7.4,1,0,-0.5,C,210.82,250.0,0.019633058143301692,0.0736681703046633
5696,2018,Cole Aldrich,0,MIN,29,21,14,2.3,0.6,0.2,0.7,33.3,0.0,0.0,0.0,0.1,0.3,33.3,0.1,0.6,0.7,0.1,0.0,0.1,0.0,0.5,2.0,0,0,-0.1,C,210.82,250.0,0.006279457577423493,0.019633058143301692
5697,2012,Xavier Henry,3,NOP,21,45,18,16.9,5.3,2.0,5.1,39.5,0.2,0.4,41.2,1.2,1.9,61.2,0.5,1.8,2.4,0.8,0.8,0.6,0.2,1.3,10.8,0,0,-0.7,G,198.12,220.0,0.015612041786669847,0.0400248087657639
5698,2013,Xavier Henry,4,NOP,22,50,16,12.5,3.9,1.3,3.2,41.0,0.1,0.2,36.4,1.2,1.8,63.0,0.4,1.4,1.8,0.3,0.6,0.3,0.1,1.4,7.1,0,0,-2.9,G,198.12,220.0,0.017156901609450565,0.015612041786669847
5699,2012,Ed Davis,3,TOR,23,66,23,23.2,6.3,2.6,5.1,51.3,0.0,0.0,0.0,1.1,1.6,67.0,2.0,4.6,6.6,0.9,1.0,0.6,1.0,2.4,19.3,5,0,-3.5,F,208.28,240.0,0.053747678044956455,0.03802356832747571
5700,2013,Ed Davis,4,MEM,24,81,43,20.1,7.7,3.2,6.0,53.9,0.0,0.0,0.0,1.3,2.1,61.7,1.9,3.8,5.7,0.8,0.8,0.5,1.0,2.4,19.5,9,0,-0.4,F,208.28,240.0,0.015556711329580591,0.053747678044956455
5701,2014,Ed Davis,5,MEM,25,63,38,15.2,5.7,2.5,4.6,53.4,0.0,0.0,0.0,0.7,1.4,52.8,1.5,2.7,4.1,0.4,0.6,0.3,0.7,1.8,13.5,4,0,0.9,F,208.28,240.0,0.09972574285714286,0.015556711329580591
5702,2015,Ed Davis,6,LAL,26,79,20,23.3,8.3,3.6,5.9,60.1,0.0,0.0,0.0,1.2,2.4,48.7,2.9,4.7,7.6,1.2,0.7,0.6,1.2,2.6,24.1,6,0,-3.4,F,208.28,240.0,0.07081426128336679,0.09972574285714286
5703,2016,Ed Davis,7,POR,27,81,43,20.8,6.5,2.5,4.2,61.1,0.0,0.0,0.0,1.4,2.5,55.9,2.8,4.6,7.4,1.1,0.8,0.7,0.9,2.5,21.0,9,0,0.3,F,208.28,240.0,0.06410675829776069,0.07081426128336679
5704,2017,Ed Davis,8,POR,28,46,19,17.2,4.3,1.6,3.1,52.8,0.0,0.0,0.0,1.1,1.8,61.7,2.1,3.2,5.3,0.6,0.8,0.3,0.5,3.0,13.2,3,0,-2.8,F,208.28,240.0,0.04367373783977461,0.06410675829776069
5705,2018,Ed Davis,0,POR,29,78,48,18.9,5.3,2.2,3.7,58.2,0.0,0.0,0.0,0.9,1.4,66.7,2.3,5.0,7.4,0.5,0.8,0.4,0.7,2.4,17.3,6,0,1.2,F,208.28,240.0,0.0436778449697636,0.04367373783977461
5706,2012,Patrick Patterson,3,HOU,23,64,33,23.2,7.7,3.5,8.0,44.0,0.0,0.0,0.0,0.6,0.9,70.2,1.8,2.7,4.5,0.8,0.8,0.4,0.6,1.8,16.4,1,0,-0.7,F,205.74,230.0,0.05292014178837404,0.03612363034939012
5707,2013,Patrick Patterson,4,SAC,24,71,31,25.0,10.4,4.5,8.8,51.2,0.7,1.9,38.6,0.7,0.9,76.2,1.6,3.2,4.7,1.1,0.9,0.4,0.6,1.9,19.9,4,0,0.9,F,205.74,230.0,0.09246532942202489,0.05292014178837404
5708,2014,Patrick Patterson,5,TOR,25,65,37,23.6,8.5,3.5,7.5,46.0,0.8,2.3,36.4,0.8,1.1,70.4,1.8,3.5,5.3,1.2,1.0,0.8,0.6,2.4,19.9,1,0,2.6,F,205.74,230.0,0.08955250000000001,0.09246532942202489
5709,2015,Patrick Patterson,6,TOR,26,81,49,26.6,8.0,3.0,6.6,44.9,1.3,3.5,37.1,0.8,1.0,78.8,1.6,3.8,5.3,1.9,0.7,0.7,0.5,1.8,20.5,3,0,3.1,F,205.74,230.0,0.06426393890145841,0.08955250000000001
5710,2016,Patrick Patterson,7,TOR,27,79,54,25.6,6.9,2.6,6.2,41.4,1.3,3.7,36.2,0.4,0.4,85.3,1.0,3.4,4.3,1.2,0.8,0.7,0.4,1.6,16.3,0,0,5.1,F,205.74,230.0,0.052395224687919434,0.06426393890145841
5711,2017,Patrick Patterson,8,TOR,28,65,42,24.6,6.8,2.4,5.9,40.1,1.4,3.9,37.2,0.7,0.9,71.7,1.0,3.6,4.5,1.2,0.6,0.6,0.4,1.8,16.3,1,0,5.3,F,205.74,230.0,0.05351578988701176,0.052395224687919434
5712,2018,Patrick Patterson,0,OKC,29,82,48,15.5,3.9,1.3,3.2,39.8,0.8,2.1,38.6,0.5,0.6,87.0,0.4,2.0,2.4,0.7,0.4,0.6,0.3,1.1,9.9,0,0,-0.9,F,205.74,230.0,0.028116730804471322,0.05351578988701176
5713,2012,Larry Sanders,3,MIL,23,52,24,12.4,3.6,1.6,3.5,45.7,0.0,0.0,0.0,0.3,0.7,47.4,1.2,1.9,3.1,0.6,0.8,0.6,1.5,2.6,13.6,1,0,1.9,C-F,210.82,235.0,0.05203510625607116,0.03431465784577217
5714,2013,Larry Sanders,4,MIL,24,71,34,27.3,9.8,4.3,8.5,50.6,0.0,0.0,0.0,1.2,1.9,61.8,3.2,6.3,9.5,1.2,1.2,0.7,2.8,3.3,32.4,26,1,0.5,C-F,210.82,235.0,0.174423214144137,0.05203510625607116
5715,2014,Larry Sanders,5,MIL,25,23,3,25.4,7.7,3.3,7.0,46.9,0.0,0.0,0.0,1.1,2.4,47.3,2.6,4.6,7.2,0.8,1.1,0.8,1.7,3.2,24.0,2,0,-4.8,C-F,210.82,235.0,0.07142857142857144,0.174423214144137
5716,2015,Larry Sanders,6,MIL,26,27,12,21.7,7.3,3.2,6.4,50.0,0.0,0.0,0.0,0.9,1.8,50.0,2.5,3.7,6.1,0.9,1.0,1.0,1.4,3.9,22.1,0,0,-3.3,C-F,210.82,235.0,0.05531714519401336,0.07142857142857144
5717,2012,Omer Asik,3,CHI,25,66,50,14.7,3.1,1.2,2.4,50.6,0.0,0.0,0.0,0.7,1.6,45.6,1.9,3.4,5.3,0.5,1.0,0.5,1.0,1.8,13.6,0,0,1.9,C,213.36,255.0,0.08904378056885767,0.08614154779133071
5718,2013,Omer Asik,4,HOU,26,82,45,30.0,10.1,4.0,7.5,54.1,0.0,0.0,0.0,2.0,3.6,56.2,3.4,8.3,11.7,0.9,2.1,0.6,1.1,2.7,28.3,33,0,3.5,C,213.36,255.0,0.23624733211765636,0.08904378056885767
5719,2014,Omer Asik,5,HOU,27,48,32,20.2,5.8,2.1,4.0,53.2,0.0,0.0,0.0,1.6,2.6,61.9,2.1,5.8,7.9,0.5,1.2,0.3,0.8,1.9,18.0,6,0,1.2,C,213.36,255.0,0.13162118571428574,0.23624733211765636
5720,2015,Omer Asik,6,NOP,28,76,43,26.1,7.3,2.8,5.4,51.7,0.0,0.0,0.0,1.7,3.0,58.2,3.2,6.6,9.8,0.9,1.3,0.4,0.7,1.9,22.6,13,0,0.3,C,213.36,255.0,0.10520690863898537,0.13162118571428574
5721,2016,Omer Asik,7,NOP,29,68,29,17.3,4.0,1.5,2.9,53.3,0.0,0.0,0.0,0.9,1.6,54.5,1.8,4.3,6.1,0.4,0.9,0.3,0.3,1.8,12.9,2,0,-3.0,C,213.36,255.0,0.10692485846628924,0.10520690863898537
5722,2017,Omer Asik,8,NOP,30,31,12,15.6,2.7,1.0,2.1,47.7,0.0,0.0,0.0,0.7,1.3,59.0,1.5,3.7,5.3,0.5,0.5,0.2,0.3,1.6,10.8,1,0,-1.9,C,213.36,255.0,0.11079441243165242,0.10692485846628924
5723,2018,Omer Asik,0,CHI,31,18,7,10.1,1.2,0.5,1.2,40.9,0.0,0.0,0.0,0.2,0.7,30.8,0.5,2.1,2.6,0.2,0.5,0.1,0.2,1.1,5.1,0,0,-1.8,C,213.36,255.0,0.02748763056624519,0.11079441243165242
