,Year,Name,tenure,TEAM,AGE,GP,W,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Position,Height,Weight,Salary_Weight,Salary_Weight_l
97,2003,Elden Campbell,14,DET,35,65,42,13.8,5.6,2.1,4.8,43.9,0.0,0.0,0.0,1.3,1.9,68.5,0.8,2.4,3.2,0.7,1.0,0.3,0.8,2.1,12.8,0,0,1.2,C,210.82,215.0,0.1002963300661044,0.09124087591240876
98,1997,Latrell Sprewell,6,GSW,27,14,1,39.1,21.4,7.9,19.8,39.7,0.6,3.4,18.8,5.0,6.7,74.5,0.5,3.1,3.6,4.9,3.1,1.4,0.4,1.9,35.0,0,0,-12.9,G,195.57999999999998,190.0,0.27666666666666667,0.2888475836431227
99,1998,Latrell Sprewell,7,NYK,28,37,18,33.4,16.4,5.8,14.0,41.5,0.6,2.1,27.3,4.2,5.2,81.2,1.1,3.1,4.2,2.5,2.1,1.2,0.1,1.8,26.9,0,0,-1.4,G,195.57999999999998,190.0,0.2647058823529412,0.27666666666666667
100,1999,Latrell Sprewell,8,NYK,29,82,50,40.0,18.6,6.9,15.9,43.5,0.5,1.5,34.6,4.2,4.8,86.6,0.6,3.7,4.3,4.0,2.8,1.3,0.3,2.2,31.8,4,0,2.1,G,195.57999999999998,190.0,0.2852112676056338,0.2647058823529412
101,2000,Latrell Sprewell,9,NYK,30,77,45,39.1,17.7,6.8,15.8,43.0,0.5,1.8,30.4,3.6,4.6,78.3,0.6,3.9,4.5,3.5,2.8,1.4,0.4,2.1,30.8,1,0,1.5,G,195.57999999999998,190.0,0.2647058823529412,0.2852112676056338
102,2001,Latrell Sprewell,10,NYK,31,81,29,41.1,19.4,7.1,17.5,40.4,1.8,5.0,36.0,3.5,4.3,82.1,0.7,3.0,3.7,3.9,2.8,1.2,0.2,2.0,30.9,0,0,-2.9,G,195.57999999999998,190.0,0.30729308931985794,0.2647058823529412
103,2002,Latrell Sprewell,11,NYK,32,74,36,38.6,16.4,6.1,15.2,40.3,1.8,4.9,37.2,2.3,2.9,79.4,0.6,3.2,3.9,4.5,2.3,1.4,0.3,1.8,30.5,4,1,-1.4,G,195.57999999999998,190.0,0.3079379562043796,0.30729308931985794
104,2003,Latrell Sprewell,12,MIN,33,82,58,37.8,16.8,6.3,15.4,40.9,1.2,3.6,33.1,2.9,3.6,81.4,0.7,3.1,3.8,3.5,1.9,1.1,0.3,1.2,28.6,0,0,5.0,G,195.57999999999998,190.0,0.33337132436744926,0.3079379562043796
105,1997,Otis Thorpe,8,SAC,35,74,16,29.7,10.2,4.0,8.4,47.1,0.0,0.1,0.0,2.2,3.2,68.3,2.0,5.2,7.3,3.0,2.1,0.6,0.4,3.2,24.5,11,0,-6.9,F-C,205.74,225.0,0.14666666666666667,0.21189591078066913
106,1998,Otis Thorpe,9,WAS,36,49,17,31.4,11.3,4.9,9.0,54.5,0.0,0.0,0.0,1.5,2.2,69.8,2.0,4.9,6.8,2.1,1.8,0.9,0.4,4.0,24.5,6,0,-1.9,F-C,205.74,225.0,0.058823529411764705,0.14666666666666667
107,1999,Otis Thorpe,10,MIA,37,51,31,15.2,5.5,2.5,4.8,51.4,0.0,0.1,0.0,0.6,0.9,60.4,1.1,2.2,3.3,0.6,1.2,0.5,0.2,2.7,11.2,2,0,-1.7,F-C,205.74,225.0,0.061971830985915494,0.058823529411764705
108,1997,Danny Manning,8,PHX,32,70,46,25.7,13.5,5.6,10.8,51.6,0.0,0.1,0.0,2.4,3.2,73.9,1.6,4.0,5.6,2.0,1.4,1.0,0.7,2.9,26.8,6,0,3.8,F-C,208.28,230.0,0.22776666666666667,0.25402724907063196
109,1998,Danny Manning,9,PHX,33,50,27,23.7,9.1,3.7,7.7,48.4,0.0,0.2,11.1,1.6,2.2,69.6,1.2,3.1,4.4,2.3,1.4,0.7,0.8,2.6,20.8,1,0,1.0,F-C,208.28,230.0,0.20098038235294116,0.22776666666666667
110,1999,Danny Manning,10,MIL,34,72,36,16.9,4.6,2.1,4.7,44.0,0.0,0.1,25.0,0.5,0.7,65.4,0.7,2.2,2.9,1.0,0.8,0.9,0.4,2.5,12.6,0,0,-0.8,F-C,208.28,230.0,0.22619718309859155,0.20098038235294116
111,2000,Danny Manning,11,UTA,35,82,53,15.9,7.4,3.0,6.1,49.4,0.1,0.3,25.0,1.2,1.7,72.9,0.8,1.8,2.6,1.1,1.2,0.6,0.4,2.7,13.8,0,0,1.6,F-C,208.28,230.0,0.03529411764705882,0.22619718309859155
112,2001,Danny Manning,12,DAL,36,41,28,13.5,4.0,1.7,3.6,47.7,0.0,0.2,14.3,0.5,0.8,66.7,0.6,2.0,2.6,0.7,0.6,0.5,0.5,2.0,10.7,0,0,-0.9,F-C,208.28,230.0,0.022348588314171487,0.03529411764705882
113,1997,Derrick Coleman,8,PHI,31,59,23,36.2,17.6,6.0,14.7,41.1,0.4,1.7,26.5,5.1,6.6,77.2,2.5,7.4,9.9,2.5,2.7,0.8,1.2,2.4,36.4,32,0,-1.0,F,208.28,230.0,0.40890000000000004,0.29750185873605944
114,1998,Derrick Coleman,9,CHA,32,37,15,31.9,13.1,4.5,11.0,41.4,0.2,0.9,21.2,3.9,5.1,75.3,2.1,6.8,8.9,2.1,2.4,0.6,1.1,2.6,29.9,13,0,-2.5,F,208.28,230.0,0.21676470588235294,0.40890000000000004
115,1999,Derrick Coleman,10,CHA,33,74,43,31.8,16.7,6.0,13.2,45.6,0.7,1.9,36.2,4.0,5.1,78.5,1.7,6.9,8.5,2.4,2.3,0.5,1.8,2.6,34.9,27,0,1.0,F,208.28,230.0,0.22535211267605634,0.21676470588235294
116,2000,Derrick Coleman,11,CHA,34,34,12,20.1,8.1,2.9,7.5,38.0,0.6,1.5,39.2,1.9,2.7,68.5,1.4,4.1,5.4,1.1,1.2,0.3,0.6,1.6,17.9,3,0,-3.2,F,208.28,230.0,0.20494117647058824,0.22535211267605634
117,2001,Derrick Coleman,12,PHI,35,58,29,35.9,15.1,5.7,12.7,45.0,0.5,1.4,33.7,3.2,3.9,81.5,2.9,5.9,8.8,1.7,2.1,0.7,0.9,2.7,30.9,21,0,1.9,F,208.28,230.0,0.23292195376325395,0.20494117647058824
118,2002,Derrick Coleman,13,PHI,36,64,38,27.2,9.4,3.5,7.8,44.8,0.3,1.0,32.8,2.1,2.7,78.4,2.4,4.7,7.0,1.4,1.5,0.8,1.1,2.7,24.1,12,0,3.9,F,208.28,230.0,0.09124087591240876,0.23292195376325395
119,2003,Derrick Coleman,14,PHI,37,34,13,24.9,8.0,3.1,7.6,41.3,0.2,1.1,22.2,1.4,1.9,75.4,1.3,4.3,5.6,1.4,1.7,0.7,0.8,2.3,19.4,2,0,-2.1,F,208.28,230.0,0.10257579211306132,0.09124087591240876
120,2004,Derrick Coleman,15,DET,38,5,2,9.9,1.8,0.6,2.8,21.4,0.0,0.4,0.0,0.6,0.6,100.0,0.6,2.4,3.0,0.0,0.4,0.0,0.0,1.2,5.0,0,0,-3.8,F,208.28,230.0,0.0404040404040404,0.10257579211306132
121,1997,Anfernee Hardaway,5,ORL,26,19,10,32.9,16.4,5.4,14.4,37.7,0.8,2.6,30.0,4.7,6.2,76.3,0.4,3.6,4.0,3.6,2.4,1.5,0.8,2.4,30.9,0,0,-3.3,G-F,200.66,195.0,0.2835,0.28178438661710037
122,1998,Anfernee Hardaway,6,ORL,27,50,33,38.9,15.8,6.0,14.3,42.0,0.8,2.8,28.6,3.0,4.2,70.6,1.5,4.2,5.7,5.3,3.0,2.2,0.5,2.2,35.7,9,0,2.6,G-F,200.66,195.0,0.2647058823529412,0.2835
123,1999,Anfernee Hardaway,7,PHX,28,60,42,37.5,16.9,6.3,13.3,47.4,0.6,1.7,32.4,3.8,4.8,79.0,1.5,4.3,5.8,5.3,2.6,1.6,0.6,2.7,35.8,8,1,6.1,G-F,200.66,195.0,0.2853521126760563,0.2647058823529412
124,2000,Anfernee Hardaway,8,PHX,29,4,2,27.6,9.8,3.8,9.0,41.7,0.5,2.0,25.0,1.8,2.8,63.6,1.3,3.3,4.5,3.8,0.8,1.5,0.3,1.5,25.3,0,0,-1.8,G-F,200.66,195.0,0.2647058823529412,0.2853521126760563
125,2001,Anfernee Hardaway,9,PHX,30,80,35,30.8,12.0,4.9,11.6,41.8,0.3,1.0,27.7,2.0,2.4,81.0,1.2,3.2,4.4,4.1,2.4,1.5,0.4,2.3,26.7,5,1,-0.8,G-F,200.66,195.0,0.30729308931985794,0.2647058823529412
126,2002,Anfernee Hardaway,10,PHX,31,58,34,30.6,10.6,4.4,9.9,44.7,0.4,1.3,35.6,1.3,1.7,79.4,1.1,3.3,4.4,4.1,2.5,1.1,0.4,2.6,24.3,5,1,0.4,G-F,200.66,195.0,0.3079379562043796,0.30729308931985794
127,2003,Anfernee Hardaway,11,NYK,32,76,33,27.6,9.2,3.7,8.9,41.1,0.4,1.0,38.0,1.5,1.8,80.4,0.9,2.9,3.8,2.3,1.4,0.9,0.3,1.9,19.3,1,0,-1.0,G-F,200.66,195.0,0.33337132436744926,0.3079379562043796
128,2004,Anfernee Hardaway,12,NYK,33,37,17,24.2,7.3,3.0,7.0,42.3,0.4,1.4,30.0,0.9,1.2,73.9,0.5,1.9,2.4,2.0,1.4,0.8,0.1,2.1,14.3,0,0,-2.3,G-F,200.66,195.0,0.3181818181818181,0.33337132436744926
129,1997,Dale Davis,6,IND,29,78,55,27.8,8.0,3.5,6.4,54.8,0.0,0.0,0.0,1.0,2.2,46.5,3.0,4.8,7.8,0.9,0.9,0.7,1.1,2.7,23.1,7,0,4.9,F-C,210.82,230.0,0.1346,0.19603468401486987
130,1998,Dale Davis,7,IND,30,50,33,27.5,8.0,3.2,6.0,53.3,0.0,0.0,0.0,1.5,2.5,61.8,3.1,5.2,8.3,0.4,0.9,0.4,1.1,2.3,22.4,6,0,3.0,F-C,210.82,230.0,0.13205882352941176,0.1346
131,1999,Dale Davis,8,IND,31,74,51,28.8,10.0,4.1,8.1,50.2,0.0,0.0,0.0,1.9,2.7,68.5,3.5,6.4,9.9,0.9,1.2,0.7,1.3,2.7,27.8,24,0,2.4,F-C,210.82,230.0,0.16901408450704225,0.13205882352941176
132,2000,Dale Davis,9,POR,32,81,49,26.7,7.2,3.0,6.0,49.7,0.0,0.0,0.0,1.2,1.9,63.2,2.9,4.6,7.5,1.3,0.8,0.5,0.9,2.5,21.6,13,0,2.0,F-C,210.82,230.0,0.16494117647058823,0.16901408450704225
133,2001,Dale Davis,10,POR,33,78,46,31.4,9.5,3.8,7.4,51.0,0.0,0.0,0.0,1.9,2.7,70.8,3.4,5.5,8.8,1.2,0.8,0.8,1.1,2.5,26.7,23,0,3.0,F-C,210.82,230.0,0.20001986541183478,0.16494117647058823
134,2002,Dale Davis,11,POR,34,78,48,29.2,7.4,3.0,5.6,54.1,0.0,0.0,0.0,1.3,2.1,63.3,3.0,4.2,7.2,1.2,0.9,0.7,0.9,2.4,21.7,10,0,1.2,F-C,210.82,230.0,0.2067033531021898,0.20001986541183478
135,2003,Dale Davis,12,POR,35,76,36,22.2,4.4,1.8,3.7,47.3,0.0,0.0,0.0,0.9,1.4,61.3,2.1,3.2,5.2,0.9,0.5,0.6,0.8,2.0,15.7,2,0,-1.9,F-C,210.82,230.0,0.2295133348529747,0.2067033531021898
136,2004,Dale Davis,13,IND,36,61,24,21.4,4.7,1.8,3.8,47.9,0.0,0.0,0.0,1.0,1.6,60.6,2.5,3.7,6.1,0.8,0.7,0.5,1.1,2.7,17.3,5,0,0.7,F-C,210.82,230.0,0.0707070707070707,0.2295133348529747
137,2005,Dale Davis,14,DET,37,28,20,6.3,0.9,0.3,0.9,37.5,0.0,0.0,0.0,0.3,0.5,53.3,0.8,1.1,1.9,0.2,0.1,0.0,0.3,0.8,4.3,0,0,-1.0,F-C,210.82,230.0,0.06586995389103227,0.0707070707070707
138,1997,John Stockton,8,UTA,36,64,51,29.0,12.0,4.2,8.0,52.8,0.6,1.4,42.9,3.0,3.6,82.7,0.5,2.0,2.6,8.5,2.5,1.4,0.2,2.2,30.0,17,0,7.8,G,185.42,170.0,0.13333333333333333,0.18587360594795538
139,1998,John Stockton,9,UTA,37,50,37,28.2,11.1,4.0,8.2,48.8,0.3,1.0,32.0,2.7,3.4,81.1,0.6,2.3,2.9,7.5,2.2,1.6,0.3,2.1,29.2,9,0,6.1,G,185.42,170.0,0.3235294117647059,0.13333333333333333
140,1999,John Stockton,10,UTA,38,82,55,29.7,12.1,4.4,8.8,50.1,0.5,1.5,35.5,2.7,3.1,86.0,0.5,2.1,2.6,8.6,2.2,1.7,0.2,2.3,31.7,18,0,6.3,G,185.42,170.0,0.30985915492957744,0.3235294117647059
141,2000,John Stockton,11,UTA,39,82,53,29.2,11.5,4.0,7.9,50.4,0.7,1.6,46.2,2.8,3.4,81.7,0.7,2.1,2.8,8.7,2.5,1.6,0.3,2.4,31.0,18,0,6.9,G,185.42,170.0,0.16470588235294117,0.30985915492957744
142,2001,John Stockton,12,UTA,40,82,44,31.3,13.4,4.9,9.5,51.7,0.3,1.0,32.1,3.4,3.9,85.7,0.7,2.5,3.2,8.2,2.5,1.9,0.3,2.5,33.5,21,0,2.0,G,185.42,170.0,0.1955501477490005,0.16470588235294117
143,1997,Sean Elliott,8,SAS,30,36,24,28.1,9.3,3.4,8.4,40.3,0.9,2.5,37.8,1.6,2.2,71.8,0.4,3.0,3.4,1.7,1.6,0.7,0.4,2.6,17.6,0,0,1.3,F,203.2,205.0,0.17776666666666668,0.19826516728624533
144,1998,Sean Elliott,9,SAS,31,50,37,30.2,11.2,4.2,10.1,41.0,0.8,2.4,32.8,2.1,2.8,75.7,0.7,3.6,4.3,2.3,1.4,0.5,0.3,2.1,21.0,0,0,3.2,F,203.2,205.0,0.15980391176470587,0.17776666666666668
145,1999,Sean Elliott,10,SAS,32,19,13,20.7,6.0,2.0,5.6,35.8,0.7,1.9,35.1,1.3,1.7,78.1,0.3,2.2,2.5,1.5,1.0,0.6,0.1,1.8,12.4,0,0,3.9,F,203.2,205.0,0.14929577464788732,0.15980391176470587
146,1997,Antonio Davis,5,IND,29,82,58,26.8,9.6,3.1,6.4,48.1,0.0,0.0,0.0,3.4,4.9,69.6,2.3,4.5,6.8,0.7,1.3,0.5,0.9,2.8,21.9,6,0,2.2,F-C,205.74,215.0,0.11666666666666667,0.16728624535315986
147,1998,Antonio Davis,6,IND,30,49,33,25.9,9.4,3.3,7.1,47.1,0.0,0.0,0.0,2.8,3.9,70.3,2.4,4.7,7.0,0.7,1.0,0.4,0.9,2.8,21.8,4,0,0.1,F-C,205.74,215.0,0.12352941176470589,0.11666666666666667
148,1999,Antonio Davis,7,TOR,31,79,43,31.4,11.5,4.0,9.0,44.0,0.0,0.0,0.0,3.6,4.7,76.5,3.0,5.8,8.8,1.3,1.5,0.5,1.3,3.4,27.8,23,0,0.2,F-C,205.74,215.0,0.15492957746478872,0.12352941176470589
149,2000,Antonio Davis,8,TOR,32,78,46,35.0,13.7,4.8,11.1,43.3,0.0,0.0,0.0,4.1,5.4,75.4,3.5,6.6,10.1,1.4,1.7,0.3,1.9,2.9,32.8,37,0,3.2,F-C,205.74,215.0,0.25882352941176473,0.15492957746478872
150,2001,Antonio Davis,9,TOR,33,77,41,38.7,14.5,5.3,12.5,42.6,0.0,0.0,0.0,3.8,4.6,81.8,3.3,6.3,9.6,2.0,2.1,0.7,1.1,2.9,32.3,33,0,-0.1,F-C,205.74,215.0,0.2979811775222865,0.25882352941176473
151,2002,Antonio Davis,10,TOR,34,53,19,35.8,13.9,4.9,12.1,40.7,0.0,0.0,0.0,4.1,5.3,77.1,2.5,5.8,8.2,2.5,2.2,0.4,1.2,2.8,30.1,14,0,-2.1,F-C,205.74,215.0,0.2948220802919708,0.2979811775222865
152,2003,Antonio Davis,11,CHI,35,80,27,32.2,8.9,3.3,8.3,40.3,0.0,0.0,0.0,2.2,2.9,76.5,2.6,5.8,8.4,1.7,1.4,0.5,0.8,2.6,23.9,17,0,-3.9,F-C,205.74,215.0,0.2946204695691817,0.2948220802919708
153,2004,Antonio Davis,12,CHI,36,72,41,25.6,7.0,2.7,5.8,46.1,0.0,0.0,0.0,1.6,2.1,75.7,2.1,3.8,5.9,1.1,1.3,0.4,0.6,2.0,17.3,4,0,0.1,F-C,205.74,215.0,0.2813131313131313,0.2946204695691817
154,1997,Shawn Bradley,5,DAL,26,64,17,28.5,11.4,4.7,11.1,42.2,0.0,0.0,33.3,2.0,2.8,72.2,2.6,5.5,8.1,0.9,1.5,0.8,3.3,3.3,33.5,19,1,-2.0,C,228.60000000000002,235.0,0.225,0.220817843866171
155,1998,Shawn Bradley,6,DAL,27,49,19,26.4,8.6,3.4,7.1,48.0,0.0,0.1,0.0,1.8,2.3,74.8,2.7,5.3,8.0,0.8,1.1,0.7,3.2,3.1,30.1,12,0,2.7,C,228.60000000000002,235.0,0.2223529411764706,0.225
156,1999,Shawn Bradley,7,DAL,28,77,38,24.7,8.4,3.5,7.2,47.9,0.0,0.1,20.0,1.5,1.9,76.5,2.1,4.4,6.5,0.8,1.0,0.9,2.5,3.4,26.5,9,0,0.9,C,228.60000000000002,235.0,0.23577464788732394,0.2223529411764706
157,2000,Shawn Bradley,8,DAL,29,82,53,24.4,7.1,2.7,5.5,49.0,0.0,0.1,16.7,1.7,2.2,78.7,2.0,5.5,7.4,0.5,1.1,0.4,2.8,3.1,25.2,13,0,4.5,C,228.60000000000002,235.0,0.10588235294117647,0.23577464788732394
158,2001,Shawn Bradley,9,DAL,30,53,34,14.3,4.1,1.5,3.1,47.9,0.0,0.0,0.0,1.1,1.2,92.2,1.0,2.3,3.3,0.4,0.5,0.5,1.2,2.4,13.3,0,0,0.8,C,228.60000000000002,235.0,0.09932705917409548,0.10588235294117647
159,2002,Shawn Bradley,10,DAL,31,81,59,21.3,6.7,2.5,4.6,53.6,0.0,0.0,0.0,1.7,2.2,80.6,1.9,4.0,5.9,0.7,0.8,0.8,2.1,3.0,22.6,10,0,3.8,C,228.60000000000002,235.0,0.07983576642335767,0.09932705917409548
160,2003,Shawn Bradley,11,DAL,32,66,40,11.6,3.3,1.3,2.8,47.3,0.0,0.0,0.0,0.6,0.7,83.7,1.1,1.5,2.6,0.3,0.3,0.5,1.1,2.0,11.5,0,0,0.6,C,228.60000000000002,235.0,0.09117848187827672,0.07983576642335767
161,2004,Shawn Bradley,12,DAL,33,77,55,11.4,2.7,1.1,2.4,45.2,0.0,0.0,0.0,0.6,0.8,68.3,0.9,1.9,2.8,0.2,0.4,0.3,0.8,2.0,9.4,0,0,2.5,C,228.60000000000002,235.0,0.0909090909090909,0.09117848187827672
162,1997,Grant Hill,4,DET,25,81,36,40.7,21.1,7.6,16.8,45.2,0.0,0.3,14.3,5.9,8.0,74.0,1.1,6.5,7.7,6.8,3.5,1.8,0.7,2.4,44.3,36,4,2.7,F-G,203.2,225.0,0.2225,0.2174721189591078
163,1998,Grant Hill,5,DET,26,50,29,37.0,21.1,7.7,16.0,47.9,0.0,0.3,0.0,5.7,7.6,75.2,1.3,5.8,7.1,6.0,3.7,1.6,0.5,2.3,41.3,10,1,3.8,F-G,203.2,225.0,0.20408823529411763,0.2225
164,1999,Grant Hill,6,DET,27,74,40,37.5,25.8,9.4,19.2,48.9,0.5,1.3,34.7,6.5,8.2,79.5,1.3,5.3,6.6,5.2,3.2,1.4,0.6,2.6,44.2,13,0,3.2,F-G,203.2,225.0,0.27211267605633804,0.20408823529411763
165,2000,Grant Hill,7,ORL,28,4,1,33.1,13.8,4.8,10.8,44.2,0.3,0.3,100.0,4.0,6.5,61.5,2.0,4.3,6.3,6.3,2.8,1.3,0.5,2.3,33.1,0,0,-7.3,F-G,203.2,225.0,0.2556529411764706,0.27211267605633804
166,2001,Grant Hill,8,ORL,29,14,7,36.7,16.8,5.9,13.9,42.6,0.0,0.1,0.0,4.9,5.7,86.3,2.1,6.9,8.9,4.6,2.6,0.6,0.3,2.9,34.3,5,0,0.6,F-G,203.2,225.0,0.29978148046981695,0.2556529411764706
167,2002,Grant Hill,9,ORL,30,29,14,29.0,14.5,5.2,10.6,49.2,0.0,0.1,25.0,4.1,5.0,81.9,1.4,5.7,7.1,4.2,2.9,1.0,0.4,1.6,30.7,5,0,2.0,F-G,203.2,225.0,0.3029140054744526,0.29978148046981695
168,2005,Grant Hill,12,ORL,33,21,6,29.2,15.1,5.7,11.6,49.0,0.1,0.4,25.0,3.7,4.9,76.5,0.7,3.1,3.8,2.3,1.7,1.1,0.3,2.4,25.8,0,0,-2.1,F-G,203.2,225.0,0.31808600733979486,0.31705555555555553
169,2006,Grant Hill,13,ORL,34,65,31,30.9,14.4,5.3,10.2,51.8,0.0,0.2,16.7,3.8,5.0,76.5,0.8,2.8,3.6,2.1,2.2,0.9,0.4,2.2,23.7,0,0,-1.0,F-G,203.2,225.0,0.032895919467912996,0.31808600733979486
170,2007,Grant Hill,14,PHX,35,70,46,31.7,13.1,5.1,10.2,50.3,0.5,1.5,31.7,2.4,2.8,86.7,1.1,4.0,5.0,2.9,1.4,0.9,0.8,2.2,27.3,4,0,4.5,F-G,203.2,225.0,0.03368098159509202,0.032895919467912996
171,2008,Grant Hill,15,PHX,36,82,46,29.8,12.0,4.8,9.1,52.3,0.3,0.9,31.6,2.2,2.7,80.8,0.8,4.2,4.9,2.3,1.5,1.1,0.7,2.2,25.1,5,0,2.2,F-G,203.2,225.0,0.05199306759098787,0.03368098159509202
172,2009,Grant Hill,16,PHX,37,81,54,30.0,11.3,4.1,8.7,47.8,0.4,1.0,43.8,2.5,3.1,81.7,0.9,4.6,5.5,2.4,1.3,0.7,0.4,2.0,23.6,6,0,2.1,F-G,203.2,225.0,0.05726690097167666,0.05199306759098787
173,2010,Grant Hill,17,PHX,37,81,54,30.0,11.3,4.1,8.7,47.8,0.4,1.0,43.8,2.5,3.1,81.7,0.9,4.6,5.5,2.4,1.3,0.7,0.4,2.0,23.6,6,0,2.1,F-G,203.2,225.0,0.11198401212872992,0.05726690097167666
174,2011,Grant Hill,18,PHX,38,80,39,30.1,13.2,5.0,10.3,48.4,0.6,1.4,39.5,2.7,3.2,82.9,1.0,3.3,4.2,2.5,1.7,0.8,0.4,2.3,24.1,4,0,0.6,F-G,203.2,225.0,0.033715801805526836,0.11198401212872992
175,1997,Larry Johnson,6,NYK,29,70,38,34.5,15.5,6.1,12.6,48.5,0.2,0.9,23.8,3.1,4.0,75.6,2.5,3.2,5.7,2.1,1.8,0.6,0.2,2.8,26.1,8,0,1.2,F,198.12,250.0,0.3395333333333333,0.3145246840148699
176,1998,Larry Johnson,7,NYK,30,49,26,33.5,12.0,4.3,9.3,45.9,0.7,1.9,35.9,2.7,3.3,81.7,1.9,3.9,5.8,2.4,1.8,0.7,0.2,3.0,23.5,3,0,2.3,F,198.12,250.0,0.3503151176470588,0.3395333333333333
177,1999,Larry Johnson,8,NYK,31,70,43,32.6,10.7,4.0,9.3,43.3,0.8,2.5,33.3,1.8,2.4,76.6,1.2,4.2,5.4,2.5,1.3,0.6,0.1,2.9,21.7,2,0,1.3,F,198.12,250.0,0.30985915492957744,0.3503151176470588
178,2000,Larry Johnson,9,NYK,32,65,38,32.4,9.9,3.8,9.2,41.1,0.8,2.5,31.3,1.6,2.0,79.7,1.4,4.2,5.6,2.0,1.5,0.6,0.4,3.2,21.2,3,0,-0.3,F,198.12,250.0,0.2667226823529412,0.30985915492957744
179,1997,Allan Houston,5,NYK,27,82,43,34.7,18.4,7.0,15.6,44.7,1.0,2.6,38.5,3.5,4.1,85.1,0.5,2.8,3.3,2.6,2.4,0.8,0.3,2.5,27.0,1,0,1.6,G,198.12,200.0,0.23333333333333334,0.22304832713754646
180,1998,Allan Houston,6,NYK,28,50,27,36.3,16.3,5.9,14.1,41.8,1.1,2.8,40.7,3.4,3.9,86.2,0.4,2.6,3.0,2.7,2.6,0.7,0.2,2.3,24.1,0,0,1.2,G,198.12,200.0,0.23529411764705882,0.23333333333333334
181,1999,Allan Houston,7,NYK,29,82,50,38.6,19.7,7.5,15.5,48.3,1.3,3.0,43.6,3.4,4.1,83.8,0.5,2.8,3.3,2.7,2.3,0.8,0.2,2.7,28.4,0,0,1.9,G,198.12,200.0,0.2535211267605634,0.23529411764705882
182,2000,Allan Houston,8,NYK,30,78,45,36.6,18.7,6.9,15.5,44.9,1.2,3.2,38.1,3.6,3.9,90.9,0.3,3.4,3.6,2.2,2.1,0.7,0.1,2.4,26.7,0,0,1.5,G,198.12,200.0,0.3,0.2535211267605634
183,2001,Allan Houston,9,NYK,31,77,28,37.9,20.4,7.4,16.9,43.7,1.8,4.5,39.3,3.8,4.4,87.0,0.5,2.8,3.3,2.5,2.2,0.7,0.1,2.4,28.3,1,0,-4.5,G,198.12,200.0,0.35618062625710806,0.3
184,2002,Allan Houston,10,NYK,32,82,37,37.9,22.5,8.0,17.9,44.5,2.2,5.5,39.6,4.4,4.8,91.9,0.3,2.5,2.8,2.7,2.2,0.7,0.1,2.3,30.0,0,0,-0.4,G,198.12,200.0,0.36353786496350365,0.35618062625710806
185,2003,Allan Houston,11,NYK,33,50,24,35.9,18.5,6.8,15.6,43.5,1.7,4.0,43.1,3.1,3.4,91.3,0.4,2.0,2.4,2.0,2.0,0.8,0.0,2.1,24.7,0,0,-0.6,G,198.12,200.0,0.39961819010713473,0.36353786496350365
186,2004,Allan Houston,12,NYK,34,20,8,26.7,11.9,4.3,10.3,41.5,1.6,4.0,38.8,1.8,2.2,83.7,0.2,1.0,1.2,2.1,1.1,0.4,0.1,2.0,16.8,0,0,1.2,G,198.12,200.0,0.3863636363636363,0.39961819010713473
187,1997,Tom Gugliotta,6,MIN,28,41,24,38.5,20.1,7.8,15.5,50.2,0.0,0.4,11.8,4.5,5.4,82.1,2.6,6.1,8.7,4.1,2.7,1.5,0.5,2.5,40.0,17,0,2.0,F,208.28,240.0,0.26,0.20446096654275092
188,1998,Tom Gugliotta,7,PHX,29,43,23,36.3,17.0,6.4,13.3,48.3,0.0,0.2,28.6,4.0,5.1,79.4,3.0,5.8,8.9,2.8,2.0,1.4,0.5,2.6,35.3,14,0,2.2,F,208.28,240.0,0.2517216176470588,0.26
189,1999,Tom Gugliotta,8,PHX,30,54,36,32.7,13.7,5.7,11.9,48.1,0.0,0.1,12.5,2.2,2.8,77.5,2.6,5.3,7.9,2.3,2.0,1.5,0.6,2.8,30.8,9,0,4.5,F,208.28,240.0,0.26366197183098594,0.2517216176470588
190,2000,Tom Gugliotta,9,PHX,31,57,36,20.4,6.4,2.6,6.7,39.2,0.1,0.2,25.0,1.1,1.4,79.2,1.3,3.1,4.5,1.0,0.9,0.8,0.4,1.9,15.9,4,0,1.2,F,208.28,240.0,0.2379764705882353,0.26366197183098594
191,2001,Tom Gugliotta,10,PHX,32,44,22,25.8,6.5,2.9,6.8,42.2,0.1,0.2,33.3,0.6,0.8,75.7,1.3,3.7,5.0,1.8,1.4,0.9,0.7,2.6,18.4,3,0,-1.0,F,208.28,240.0,0.27046758213106203,0.2379764705882353
192,2002,Tom Gugliotta,11,PHX,33,27,12,16.5,4.8,2.2,4.9,45.5,0.0,0.0,0.0,0.3,0.3,100.0,0.9,2.8,3.7,1.1,1.1,0.5,0.2,1.3,11.9,1,0,-2.4,F,208.28,240.0,0.26619525547445255,0.27046758213106203
193,2003,Tom Gugliotta,12,UTA,34,55,25,14.9,2.9,1.3,3.7,34.5,0.0,0.1,25.0,0.4,0.5,71.4,1.2,2.2,3.4,1.1,0.7,0.6,0.2,1.5,10.4,0,0,-2.4,F,208.28,240.0,0.06154547526783679,0.26619525547445255
